0.016542401,0.014070127,0.015912544,0.008258791,0.009671061,0.004852416,0.013811907,0.015907442,0.007464822,0.01994218,0.012894647,0.0060046115,0.017740235,0.00812289,0.0023518067,0.017131286,0.0046364507,0.0026666857,0.009684095,0.0048935465,0.014345833,0.017625457,0.0064014555,0.004329227,0.003602617,0.011390319,0.003969658,0.0023490235,0.003939297,0.020720119,0.003747441,0.004947664,0.0022867739,0.012978904,0.0029805228,0.0022885336,0.007511229,0.0045061475,0.009509619,0.0096335495
0.24885558,0.055479437,0.10916499,0.23742613,0.16168167,0.10253948,0.19994572,0.17984843,0.07631834,0.14100131,0.19490974,0.09883216,0.20804016,0.1487647,0.02143256,0.22520304,0.101567976,0.031199304,0.12786032,0.08308234,0.08745342,0.15384473,0.10308788,0.019911757,0.029733025,0.14185783,0.07387251,0.019532336,0.061800096,0.25236243,0.095168,0.03322814,0.058849413,0.26086783,0.08949057,0.10284611,0.082796134,0.047736324,0.39628297,0.5014202
0.036200494,0.0133273015,0.017206507,0.13412233,0.009709754,0.007411841,0.024916977,0.07033624,0.011393294,0.06349263,0.037470423,0.008095527,0.030409062,0.02062486,0.0067880023,0.025146537,0.015655696,0.0060262782,0.021711582,0.008395497,0.010215333,0.036127884,0.018008484,0.005042048,0.0069740117,0.025054464,0.012343811,0.0021835861,0.008465753,0.025616875,0.008781133,0.004935626,0.004340659,0.016739441,0.00844427,0.0033251129,0.013254465,0.0037875483,0.12151443,0.112220205
0.008661997,0.0021404573,0.005591445,0.018472627,0.0017341091,0.0011859101,0.0038971356,0.010779767,0.0032575708,0.010460455,0.011033257,0.0056439764,0.012080977,0.011616113,0.0020099282,0.015614662,0.006222276,0.004562772,0.0065582506,0.007334362,0.0074619697,0.0054396237,0.00825408,0.003108862,0.0043151947,0.0074040266,0.004977283,0.00082917546,0.0033110064,0.006009378,0.0053337747,0.011707271,0.005062971,0.005817272,0.004025649,0.0019607386,0.02007988,0.0034219292,0.009248708,0.015580318
0.04483509,0.24931931,0.43026346,0.21894965,0.15440376,0.14198032,0.09554867,0.15776497,0.22523451,0.06987661,0.18324679,0.14605123,0.06709885,0.11193099,0.09487733,0.020464974,0.08078052,0.07906514,0.060914766,0.06853915,0.27427343,0.053020287,0.0663837,0.12886998,0.20173982,0.09483318,0.05597092,0.117420144,0.1446613,0.10412448,0.068731025,0.09106091,0.09228622,0.109544314,0.07292691,0.09861398,0.13520774,0.08429979,0.07268304,0.103557676
0.078878984,0.20082635,0.17649317,0.29919168,0.0592268,0.024785616,0.07927398,0.03137314,0.0559504,0.045068428,0.018153379,0.019023556,0.091214836,0.013801999,0.008652388,0.024023442,0.011674023,0.025975399,0.07223656,0.01346832,0.032241847,0.045052826,0.011872555,0.007326684,0.052019477,0.07584026,0.007865873,0.007691566,0.08013015,0.06631662,0.0100625865,0.025278,0.011754615,0.04280395,0.0076578786,0.008637315,0.049832705,0.014092699,0.038237374,0.006156436
0.38593614,0.019413775,0.01443556,0.54288185,0.016901642,0.0042036735,0.02412819,0.016381098,0.02131628,0.016752312,0.0054312,0.0036555957,0.023829756,0.0074355756,0.0032370682,0.016718987,0.004626492,0.0042237085,0.013914263,0.0052474937,0.007047858,0.0138261365,0.0073425337,0.0027822126,0.0067590475,0.015440183,0.004375134,0.0023124537,0.0050230585,0.01433243,0.0045582578,0.0044471603,0.0071228403,0.012022008,0.0053035314,0.009504486,0.0018034929,0.0028708633,0.10720925,0.27411556
0.081167765,0.031258438,0.044016875,0.066393144,0.1254256,0.01826089,0.01040103,0.02422158,0.014310601,0.007491094,0.025120996,0.009408899,0.013679101,0.024877014,0.0098748375,0.013190296,0.01311907,0.01962052,0.016596073,0.012475111,0.02918327,0.03609321,0.022520252,0.004812172,0.010621817,0.013884281,0.0087709585,0.0063441023,0.008858719,0.0074440152,0.0070129256,0.0048535573,0.008693335,0.0048997365,0.010227483,0.026570864,0.005345877,0.004719835,0.009583343,0.13850044
0.03369757,0.0386953,0.04132009,0.02128722,0.03107813,0.014016729,0.03403599,0.025805175,0.03538033,0.17173794,0.042102057,0.03315164,0.3709975,0.029046133,0.020852674,0.13339056,0.019023295,0.018392952,0.11564437,0.019539034,0.03372457,0.12259861,0.012479829,0.019758949,0.019038627,0.34795767,0.017472336,0.013255112,0.022766039,0.28828114,0.016206227,0.022469934,0.009649362,0.27713776,0.009553204,0.012707889,0.03257212,0.0084134275,0.010466633,0.035964236
0.06064921,0.11764325,0.03655578,0.10593878,0.083186276,0.01720156,0.085411236,0.010509574,0.019989803,0.05120172,0.008936444,0.023690846,0.18707378,0.010193153,0.0031525772,0.021894243,0.0050113653,0.017303027,0.053781666,0.007308051,0.027261268,0.07684265,0.009880695,0.0044087996,0.01885449,0.11303762,0.011472538,0.0056684543,0.056825247,0.18610276,0.009335242,0.010229276,0.006335293,0.1169144,0.0111204935,0.010846751,0.013580637,0.006354702,0.08749417,0.07781577
